q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q30,technical_aptitude,scientific_foundation,medical_aptitude,business_aptitude,creative_aptitude,social_aptitude,analytical_trait,social_trait,creative_trait,technical_trait,management_trait,career_encoded,career
3,1,0,3,2,2,3,3,0,1,1,1,3,1,1,3,1,0,1,1,2,1,1,1,0,3,3,1.0,1.3333333333333333,1.0,1.5,3,3,0,4,0,1,2,3,Community & Social Services
0,1,0,1,2,0,1,0,3,0,0,2,3,1,0,0,2,0,0,1,3,1,1,0,3,3,1,2.3333333333333335,1.6666666666666667,1.0,1.5,3,1,4,1,2,2,2,8,Information Technology
0,1,0,0,2,1,0,0,1,0,0,0,1,0,2,0,0,0,0,2,3,2,1,1,2,3,1,2.3333333333333335,2.0,1.5,2.0,3,1,5,0,0,2,3,10,Science
3,0,2,3,3,2,2,0,1,1,1,2,1,1,1,3,2,1,1,2,1,0,1,1,0,0,3,0.3333333333333333,0.6666666666666666,0.5,1.0,0,3,1,5,3,3,1,3,Community & Social Services
1,1,0,1,2,0,1,0,3,2,3,2,1,0,2,0,0,0,0,1,3,3,1,3,3,3,3,3.0,2.3333333333333335,2.0,3.0,3,3,2,0,1,1,2,6,Engineering
0,3,0,0,2,0,2,0,3,0,0,2,3,0,0,0,3,0,0,1,2,1,1,3,3,0,2,2.0,1.3333333333333333,1.0,2.5,0,2,4,0,2,3,2,8,Information Technology
0,0,2,1,3,2,3,0,2,0,1,2,1,1,2,2,1,1,1,1,1,2,1,0,3,3,2,2.0,1.3333333333333333,1.5,0.5,3,2,3,4,1,2,2,3,Community & Social Services
0,0,3,0,2,1,0,0,1,0,0,0,1,1,0,0,0,1,3,2,3,3,2,1,1,0,3,2.3333333333333335,2.6666666666666665,2.5,2.0,0,3,6,4,0,3,3,10,Science
0,3,0,3,2,0,1,0,3,3,0,2,1,0,2,2,2,0,0,1,2,3,3,0,3,1,1,2.6666666666666665,2.6666666666666665,3.0,1.0,1,1,2,1,2,2,2,6,Engineering
3,3,2,2,2,1,3,1,1,0,1,2,0,0,3,3,1,2,0,3,1,2,1,3,1,3,3,1.3333333333333333,1.3333333333333333,1.5,2.0,3,3,1,0,2,0,1,5,Education
1,3,0,0,1,1,0,1,0,1,1,1,3,1,3,3,0,1,1,0,2,3,2,1,1,1,1,2.0,2.3333333333333335,2.5,1.5,1,1,1,6,0,1,2,9,Medical
3,2,1,3,3,1,3,3,1,0,1,1,1,1,1,3,1,1,1,1,1,1,1,3,0,0,3,0.6666666666666666,1.0,1.0,2.0,0,3,1,6,0,1,0,3,Community & Social Services
0,2,0,1,2,0,0,0,3,3,1,2,1,3,0,0,1,0,0,1,3,3,3,0,2,3,1,2.6666666666666665,3.0,3.0,1.5,3,1,3,2,1,3,2,6,Engineering
0,3,0,1,2,1,1,0,1,3,0,2,1,2,0,0,0,2,0,3,3,3,1,0,1,3,1,2.3333333333333335,2.3333333333333335,2.0,1.5,3,1,4,1,3,1,2,1,Architecture
2,3,1,2,3,2,2,3,2,2,1,2,2,3,1,0,3,1,1,3,3,3,3,0,2,3,1,2.6666666666666665,3.0,3.0,1.5,3,1,0,5,2,2,2,4,Creative
3,3,3,2,3,2,3,3,2,3,2,1,2,2,3,3,3,1,2,0,2,3,3,2,1,0,2,2.0,2.6666666666666665,3.0,2.0,0,2,0,5,2,2,2,7,Hospitality
0,0,0,0,2,1,0,0,1,0,2,0,1,0,0,0,0,2,0,2,3,3,1,3,2,0,1,2.6666666666666665,2.3333333333333335,2.0,3.0,0,1,6,0,2,3,3,10,Science
1,1,2,2,3,1,3,1,2,1,0,2,0,0,3,3,1,1,1,1,3,3,1,1,3,1,3,3.0,2.3333333333333335,2.0,2.0,1,3,0,4,1,1,1,5,Education
3,3,3,1,3,2,3,3,2,3,3,0,2,2,3,3,3,2,1,0,0,2,2,2,0,1,2,0.6666666666666666,1.3333333333333333,2.0,1.0,1,2,1,4,2,1,2,7,Hospitality
0,2,3,3,1,1,3,2,1,2,0,3,1,2,3,2,3,2,2,0,3,1,0,3,3,2,3,2.3333333333333335,1.3333333333333333,0.5,3.0,2,3,1,3,2,2,2,2,Business & Finance
2,3,2,2,3,1,3,2,1,1,1,0,2,3,1,2,2,2,2,0,0,1,3,0,3,3,2,1.3333333333333333,1.3333333333333333,2.0,0.0,3,2,1,3,2,0,2,4,Creative
1,1,3,1,1,3,0,2,0,2,1,0,1,1,3,2,3,3,1,2,0,3,3,3,1,1,2,1.3333333333333333,2.0,3.0,1.5,1,2,1,5,0,1,3,0,Agriculture
0,1,1,0,0,2,2,1,1,1,2,1,0,0,3,3,1,1,1,0,3,2,2,3,2,1,3,2.3333333333333335,2.3333333333333335,2.0,3.0,1,3,1,5,2,3,2,9,Medical
1,2,3,1,1,3,3,2,1,3,2,1,1,1,2,3,1,2,1,2,3,3,3,1,2,3,1,2.6666666666666665,3.0,3.0,2.0,3,1,0,6,2,2,1,0,Agriculture
1,3,0,1,2,1,0,1,3,2,0,3,3,0,0,0,2,0,0,1,3,3,0,0,3,3,2,3.0,2.0,1.5,1.5,3,2,1,1,1,2,2,8,Information Technology
3,3,3,1,3,2,3,3,1,0,2,1,0,0,3,2,0,1,1,3,1,2,3,2,1,1,3,1.3333333333333333,2.0,2.5,1.5,1,3,2,5,1,2,1,5,Education
3,3,2,2,3,1,3,1,0,1,1,2,0,0,3,1,1,1,0,2,3,2,2,1,2,2,3,2.3333333333333335,2.3333333333333335,2.0,2.0,2,3,0,3,1,0,2,5,Education
0,1,1,0,1,1,0,1,0,2,1,0,0,1,1,3,1,0,1,1,3,3,3,3,2,3,2,2.6666666666666665,3.0,3.0,3.0,3,2,2,4,0,1,1,9,Medical
0,3,1,3,0,0,1,1,3,3,1,2,2,1,2,3,0,0,1,0,3,3,1,3,1,1,2,2.3333333333333335,2.3333333333333335,2.0,3.0,1,2,2,4,1,1,2,6,Engineering
1,2,3,1,3,3,3,2,0,3,2,1,3,1,2,2,1,3,0,3,0,3,3,3,3,0,0,2.0,2.0,3.0,1.5,0,0,0,6,1,2,2,0,Agriculture
3,0,2,1,3,2,0,0,3,2,2,0,2,3,2,3,3,1,3,0,3,0,3,1,0,1,1,1.0,2.0,1.5,2.0,1,1,2,4,1,4,1,7,Hospitality
0,3,0,1,2,0,1,3,2,2,0,3,3,0,0,2,2,0,0,1,3,1,3,2,3,2,0,2.3333333333333335,2.3333333333333335,2.0,2.5,2,0,2,1,1,2,3,8,Information Technology
3,1,3,3,3,2,3,3,3,2,1,0,2,1,1,3,1,1,1,1,2,0,2,2,1,3,2,1.0,1.3333333333333333,1.0,2.0,3,2,1,5,0,1,0,3,Community & Social Services
1,2,1,1,1,1,1,3,0,1,3,2,0,1,1,2,1,1,2,0,3,2,3,3,0,0,2,1.6666666666666667,2.6666666666666665,2.5,3.0,0,2,0,5,1,1,3,9,Medical
3,2,0,3,2,1,1,0,1,3,0,0,0,0,1,0,0,0,3,3,3,3,3,0,2,3,3,2.6666666666666665,3.0,3.0,1.5,3,3,3,2,0,2,2,10,Science
2,2,1,2,3,1,2,2,2,2,1,2,0,3,1,0,2,2,1,3,3,2,0,2,3,2,3,2.6666666666666665,1.6666666666666667,1.0,2.5,2,3,0,4,4,2,2,4,Creative
0,2,1,2,2,1,3,1,1,3,0,2,1,2,0,2,1,2,0,0,3,1,0,2,3,3,3,2.3333333333333335,1.3333333333333333,0.5,2.5,3,3,2,2,3,2,3,1,Architecture
0,2,3,3,0,2,3,1,2,3,0,3,1,2,2,1,2,0,3,0,3,2,1,2,3,0,3,2.6666666666666665,2.0,1.5,2.5,0,3,1,4,2,3,3,2,Business & Finance
0,0,1,0,2,2,0,2,2,0,0,0,1,0,1,1,0,1,3,2,3,3,3,1,2,2,1,2.6666666666666665,3.0,3.0,2.0,2,1,4,3,0,4,3,10,Science
3,3,1,2,0,1,2,2,2,3,1,2,2,3,3,1,2,2,0,3,2,3,0,0,1,3,1,2.0,1.6666666666666667,1.5,1.0,3,1,0,3,4,1,2,4,Creative
1,2,1,1,2,3,2,2,0,3,2,0,1,2,3,2,0,3,1,2,3,1,1,0,2,0,2,2.0,1.6666666666666667,1.0,1.5,0,2,2,4,3,3,4,0,Agriculture
0,2,0,3,2,1,1,1,3,3,1,2,0,2,0,2,2,0,0,3,3,3,3,1,1,2,0,2.3333333333333335,3.0,3.0,2.0,2,0,2,1,3,1,2,1,Architecture
3,3,0,1,1,1,2,2,1,2,1,1,2,3,1,1,2,2,2,3,1,3,2,3,2,3,2,2.0,2.0,2.5,2.0,3,2,0,3,3,1,0,4,Creative
0,2,0,3,2,1,1,3,1,0,0,2,1,2,0,1,2,1,0,3,3,1,1,2,1,3,1,1.6666666666666667,1.6666666666666667,1.0,2.5,3,1,3,1,3,2,1,1,Architecture
2,3,1,1,1,1,2,2,3,2,1,2,2,3,1,1,2,3,1,3,3,1,2,1,2,3,3,2.0,2.0,1.5,2.0,3,3,0,5,3,1,0,4,Creative
1,3,2,2,3,3,3,1,1,1,1,1,2,1,3,3,2,1,1,1,1,2,3,1,0,2,3,1.0,2.0,2.5,1.0,2,3,0,6,1,0,0,5,Education
1,2,3,1,1,2,3,2,0,3,2,3,1,2,3,3,1,3,1,2,2,3,3,0,2,0,1,2.3333333333333335,2.6666666666666665,3.0,1.0,0,1,0,6,2,3,2,0,Agriculture
2,2,1,2,3,3,3,1,1,1,1,1,0,1,2,1,1,0,1,2,1,2,0,2,2,3,3,1.6666666666666667,1.0,1.0,1.5,3,3,0,6,0,1,1,5,Education
2,3,2,3,3,1,3,1,3,1,1,1,1,1,3,3,1,1,1,2,3,0,1,2,2,1,3,1.6666666666666667,1.3333333333333333,0.5,2.5,1,3,0,6,0,0,1,5,Education
3,3,2,2,3,1,3,0,1,2,0,1,1,1,3,3,1,1,2,3,3,0,1,3,2,3,2,1.6666666666666667,1.3333333333333333,0.5,3.0,3,2,1,4,0,1,0,5,Education
3,1,1,3,3,2,2,0,1,1,1,1,1,0,1,3,1,1,1,2,0,0,3,3,1,0,3,0.3333333333333333,1.0,1.5,1.5,0,3,1,6,1,2,1,3,Community & Social Services
0,3,3,3,1,1,3,0,1,2,0,3,1,1,2,2,3,0,3,0,3,0,1,3,3,2,3,2.0,1.3333333333333333,0.5,3.0,2,3,2,5,0,1,2,2,Business & Finance
0,1,1,3,3,2,3,3,2,1,1,1,0,3,1,3,1,1,1,1,3,0,2,3,2,3,3,1.6666666666666667,1.6666666666666667,1.0,3.0,3,3,1,7,0,1,1,3,Community & Social Services
1,1,1,1,1,1,1,0,0,0,1,2,1,0,2,3,0,1,0,1,3,3,3,3,3,2,1,3.0,3.0,3.0,3.0,2,1,3,3,1,0,1,9,Medical
0,1,0,2,2,0,0,0,1,3,0,2,0,2,0,2,2,2,0,3,3,3,1,0,1,3,0,2.3333333333333335,2.3333333333333335,2.0,1.5,3,0,3,1,4,3,2,1,Architecture
3,3,3,2,3,1,3,1,1,1,1,1,2,2,3,2,1,1,1,1,3,0,1,3,3,3,3,2.0,1.3333333333333333,0.5,3.0,3,3,0,6,1,0,1,5,Education
3,1,1,1,0,1,1,1,1,1,0,0,0,1,2,2,1,1,1,3,3,2,3,2,2,1,2,2.3333333333333335,2.6666666666666665,2.5,2.5,1,2,1,5,0,1,2,9,Medical
0,2,3,1,1,3,3,3,0,3,2,1,3,2,3,2,1,2,1,2,0,3,3,3,0,0,3,1.0,2.0,3.0,1.5,0,3,1,5,3,2,3,0,Agriculture
1,2,3,1,1,3,3,2,1,3,2,2,1,1,2,2,2,3,1,2,2,1,3,0,3,2,0,2.0,2.0,2.0,1.0,2,0,0,6,3,2,2,0,Agriculture
1,1,1,3,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,2,3,3,1,2,0,2,2.3333333333333335,2.6666666666666665,3.0,1.5,0,2,1,7,0,1,2,9,Medical
3,3,0,0,2,0,1,0,3,1,0,2,3,0,0,0,2,0,1,1,3,3,3,2,3,1,1,3.0,3.0,3.0,2.5,1,1,2,2,2,2,2,8,Information Technology
2,3,3,3,2,2,3,0,1,3,0,2,1,2,2,2,3,0,3,0,3,1,2,3,1,0,1,1.6666666666666667,2.0,1.5,3.0,0,1,1,3,2,2,3,2,Business & Finance
0,2,1,2,2,1,2,0,1,3,0,2,1,1,2,1,2,2,0,3,3,1,1,1,3,2,3,2.3333333333333335,1.6666666666666667,1.0,2.0,2,3,2,3,4,3,1,1,Architecture
0,1,1,0,1,1,3,1,0,2,1,1,0,2,1,3,3,2,2,2,3,3,3,1,3,2,2,3.0,3.0,3.0,2.0,2,2,1,3,2,0,2,9,Medical
3,0,1,2,3,1,3,2,1,1,1,1,2,0,3,3,1,1,1,2,3,1,0,1,2,1,3,2.0,1.3333333333333333,0.5,2.0,1,3,0,6,0,1,1,5,Education
0,3,3,3,3,1,3,1,1,3,0,1,1,2,2,3,0,1,3,0,3,2,1,2,3,1,2,2.6666666666666665,2.0,1.5,2.5,1,2,2,6,1,1,1,2,Business & Finance
3,3,2,0,3,2,3,2,1,3,2,1,2,2,3,3,3,1,3,1,2,3,2,2,2,1,1,2.3333333333333335,2.3333333333333335,2.5,2.0,1,1,0,5,2,2,0,7,Hospitality
0,2,1,2,2,1,1,1,1,3,0,2,1,0,1,1,2,2,0,3,3,1,3,2,3,3,1,2.3333333333333335,2.3333333333333335,2.0,2.5,3,1,1,2,3,2,1,1,Architecture
1,1,1,0,1,0,0,0,0,1,1,1,0,1,2,3,3,1,1,3,3,3,2,1,1,1,3,2.3333333333333335,2.6666666666666665,2.5,2.0,1,3,1,7,0,2,1,9,Medical
0,3,0,1,3,0,1,2,3,2,0,2,3,0,0,0,0,1,3,0,3,3,2,0,1,3,3,2.3333333333333335,2.6666666666666665,2.5,1.5,3,3,3,3,1,2,2,6,Engineering
3,1,1,3,2,1,3,2,1,1,1,1,1,1,1,0,3,2,1,3,2,2,3,0,1,0,3,1.6666666666666667,2.3333333333333335,2.5,1.0,0,3,0,5,1,0,2,3,Community & Social Services
2,3,3,3,0,1,2,0,1,0,1,3,1,2,2,2,3,0,2,1,2,3,1,2,2,2,3,2.3333333333333335,2.0,2.0,2.0,2,3,2,2,2,1,2,2,Business & Finance
0,1,3,2,0,0,3,0,1,3,0,3,1,2,1,2,3,0,3,0,3,1,3,3,1,2,3,1.6666666666666667,2.3333333333333335,2.0,3.0,2,3,2,4,1,2,3,2,Business & Finance
0,3,0,1,2,0,2,1,3,0,0,2,3,0,1,0,2,0,0,1,2,2,3,1,3,2,1,2.3333333333333335,2.3333333333333335,2.5,1.5,2,1,2,0,3,3,2,8,Information Technology
0,3,3,2,0,1,3,0,1,3,0,3,2,2,3,3,3,0,3,0,2,2,0,3,2,1,2,2.0,1.3333333333333333,1.0,2.5,1,2,2,4,1,1,2,2,Business & Finance
3,3,2,1,3,2,3,3,3,0,2,1,3,1,3,1,3,1,3,0,1,1,1,3,3,3,3,1.6666666666666667,1.0,1.0,2.0,3,3,1,5,1,2,1,7,Hospitality
0,3,0,1,2,1,1,0,3,0,1,1,3,0,3,0,2,0,0,0,3,2,0,0,3,1,0,2.6666666666666665,1.6666666666666667,1.0,1.5,1,0,3,1,1,0,3,8,Information Technology
1,3,3,1,1,2,3,2,0,3,2,2,2,1,2,2,2,3,1,2,1,2,3,3,2,3,3,1.6666666666666667,2.0,2.5,2.0,3,3,0,6,3,2,3,0,Agriculture
0,2,0,1,2,1,1,0,3,0,1,2,0,3,3,0,3,3,1,0,3,3,3,1,3,1,1,3.0,3.0,3.0,2.0,1,1,3,3,1,1,3,8,Information Technology
1,2,3,1,1,3,3,2,0,3,2,1,1,1,3,2,2,3,1,2,0,2,2,1,2,3,1,1.3333333333333333,1.3333333333333333,2.0,0.5,3,1,0,7,2,2,3,0,Agriculture
0,2,3,2,2,2,1,0,1,3,0,2,1,2,0,1,3,2,0,3,3,2,2,3,1,3,1,2.0,2.3333333333333335,2.0,3.0,3,1,3,2,3,3,1,1,Architecture
0,0,0,0,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,2,3,3,3,3,2,0,3,2.6666666666666665,3.0,3.0,3.0,0,3,6,0,0,3,3,10,Science
0,3,2,3,0,0,3,0,2,3,3,2,1,1,2,1,3,0,0,0,3,3,1,3,2,0,1,2.6666666666666665,2.3333333333333335,2.0,3.0,0,1,2,2,1,1,3,2,Business & Finance
0,3,0,2,2,0,1,0,0,1,2,1,3,1,0,0,2,0,2,1,3,2,0,2,3,3,0,2.6666666666666665,1.6666666666666667,1.0,2.5,3,0,3,3,2,2,3,8,Information Technology
1,1,1,0,1,1,0,1,0,1,2,1,0,1,1,0,1,1,3,0,3,3,2,0,1,3,1,2.3333333333333335,2.6666666666666665,2.5,1.5,3,1,0,7,1,2,3,9,Medical
0,2,0,3,3,0,1,0,1,3,0,2,1,2,0,1,1,1,0,3,3,3,1,2,1,3,0,2.3333333333333335,2.3333333333333335,2.0,2.5,3,0,3,3,2,3,0,1,Architecture
3,3,3,1,3,0,2,0,2,3,2,1,2,2,3,3,0,1,3,0,2,0,1,3,0,1,1,0.6666666666666666,1.0,0.5,2.5,1,1,2,6,3,3,2,7,Hospitality
1,1,1,3,3,1,3,3,1,1,1,3,1,1,1,3,1,3,1,1,2,2,1,1,3,0,3,2.3333333333333335,1.6666666666666667,1.5,1.5,0,3,0,7,0,0,0,3,Community & Social Services
3,1,3,1,3,2,3,3,2,2,1,1,1,1,1,2,1,1,1,3,2,1,2,1,2,0,2,1.6666666666666667,1.6666666666666667,1.5,1.5,0,2,0,6,0,1,2,3,Community & Social Services
1,3,3,2,0,1,2,0,1,3,0,3,2,2,1,2,1,0,3,1,2,0,1,3,3,1,1,1.6666666666666667,1.0,0.5,2.5,1,1,1,4,2,2,2,2,Business & Finance
0,3,0,2,3,0,1,3,1,3,0,2,1,3,1,1,2,2,1,3,3,3,0,3,3,3,1,3.0,2.0,1.5,3.0,3,1,1,4,3,2,0,1,Architecture
0,0,0,0,2,1,0,1,1,0,1,0,2,0,0,0,0,0,0,2,3,3,2,3,1,3,3,2.3333333333333335,2.6666666666666665,2.5,3.0,3,3,5,0,0,2,3,10,Science
3,1,1,3,3,2,3,3,2,1,1,2,0,3,1,1,1,1,1,1,2,0,2,3,0,3,3,0.6666666666666666,1.3333333333333333,1.0,2.5,3,3,0,6,1,1,1,3,Community & Social Services
3,2,1,1,1,1,2,2,0,2,1,2,2,3,0,2,2,2,0,3,0,2,2,2,1,2,2,1.0,1.3333333333333333,2.0,1.0,2,2,1,3,4,2,2,4,Creative
2,2,3,1,1,3,3,2,1,3,3,1,2,1,3,2,1,3,2,1,2,1,3,2,2,1,0,1.6666666666666667,2.0,2.0,2.0,1,0,0,6,0,1,1,0,Agriculture
3,2,2,3,0,0,1,1,1,1,1,3,0,3,3,3,2,1,1,2,1,2,0,0,3,3,3,2.0,1.0,1.0,0.5,3,3,0,5,1,2,2,5,Education
3,3,3,2,3,1,3,1,1,0,1,1,0,1,3,2,1,1,0,1,3,2,0,0,2,2,2,2.3333333333333335,1.6666666666666667,1.0,1.5,2,2,1,5,0,0,1,5,Education
0,2,3,2,2,3,3,2,0,3,2,0,1,1,3,2,1,2,1,1,0,1,1,1,2,2,2,1.0,0.6666666666666666,1.0,0.5,2,2,2,4,2,2,3,0,Agriculture
2,3,1,2,3,1,3,1,0,1,1,1,0,1,3,3,1,1,1,2,3,0,2,1,0,3,3,1.0,1.6666666666666667,1.0,2.0,3,3,0,7,0,0,2,5,Education
3,3,3,1,1,0,3,2,1,3,2,1,2,1,3,3,2,2,3,1,1,3,0,1,0,2,2,1.3333333333333333,1.3333333333333333,1.5,1.0,2,2,0,6,3,2,0,7,Hospitality
0,3,0,1,2,1,0,0,0,0,0,3,2,0,0,0,2,1,0,1,2,3,1,0,3,3,0,2.6666666666666665,2.0,2.0,1.0,3,0,4,2,1,2,3,8,Information Technology
3,1,1,3,3,3,2,3,0,1,1,1,0,1,3,3,0,1,1,3,1,0,2,0,2,1,3,1.0,1.0,1.0,0.5,1,3,1,7,1,1,1,3,Community & Social Services
0,0,1,0,0,1,0,1,1,0,0,2,0,0,0,3,0,0,1,2,3,2,2,3,1,2,3,2.0,2.3333333333333335,2.0,3.0,2,3,4,2,1,3,2,10,Science
0,2,0,2,2,0,1,2,1,3,1,2,1,2,0,2,0,2,3,3,2,3,2,3,3,3,0,2.6666666666666665,2.3333333333333335,2.5,2.5,3,0,3,2,3,2,2,1,Architecture
0,2,0,1,1,2,3,2,0,1,2,1,1,1,2,2,1,0,1,2,1,2,2,3,0,0,1,1.0,1.6666666666666667,2.0,2.0,0,1,1,5,1,3,3,0,Agriculture
3,3,3,1,3,2,3,3,1,0,2,1,2,3,3,3,2,2,3,1,3,2,0,3,3,0,1,2.6666666666666665,1.6666666666666667,1.0,3.0,0,1,1,5,3,2,0,7,Hospitality
2,3,3,1,3,2,3,2,1,3,2,3,3,0,3,3,3,1,2,0,3,3,3,1,1,3,2,2.3333333333333335,3.0,3.0,2.0,3,2,0,5,1,2,1,7,Hospitality
1,1,3,1,1,3,3,2,0,3,2,1,1,1,3,2,1,0,0,2,0,3,1,3,2,3,3,1.6666666666666667,1.3333333333333333,2.0,1.5,3,3,0,5,1,1,3,0,Agriculture
0,0,0,2,2,1,0,0,1,2,0,0,3,0,0,0,3,1,0,2,3,3,3,3,2,3,2,2.6666666666666665,3.0,3.0,3.0,3,2,4,1,0,3,3,10,Science
0,3,3,3,1,2,3,0,1,3,0,3,1,2,3,2,3,0,3,0,3,2,3,3,3,3,2,2.6666666666666665,2.6666666666666665,2.5,3.0,3,2,2,5,1,2,2,2,Business & Finance
0,2,1,0,1,1,0,1,0,1,1,1,0,1,2,1,1,0,2,0,3,3,3,0,2,3,3,2.6666666666666665,3.0,3.0,1.5,3,3,1,5,0,2,2,9,Medical
1,2,3,1,2,3,2,2,0,3,2,1,1,1,2,2,1,3,1,2,1,2,3,3,3,2,1,2.0,2.0,2.5,2.0,2,1,0,6,2,3,4,0,Agriculture
0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,2,3,3,3,2,1,1,1,2.3333333333333335,3.0,3.0,2.5,1,1,6,1,0,3,3,10,Science
0,3,0,2,3,1,0,0,1,3,0,2,1,3,0,1,2,1,0,1,3,1,2,3,2,3,0,2.0,2.0,1.5,3.0,3,0,3,4,2,2,0,1,Architecture
1,2,1,0,0,1,0,0,0,2,1,1,0,1,1,3,1,1,1,0,2,3,3,1,2,3,2,2.3333333333333335,2.6666666666666665,3.0,1.5,3,2,1,5,0,2,3,9,Medical
1,2,3,1,1,3,0,2,0,2,2,1,0,2,3,2,2,3,1,2,3,1,1,1,2,3,2,2.0,1.6666666666666667,1.0,2.0,3,2,0,5,3,3,3,0,Agriculture
2,3,1,2,3,1,2,1,2,0,1,1,3,3,2,0,2,3,1,3,0,1,0,1,3,2,2,1.3333333333333333,0.3333333333333333,0.5,0.5,2,2,1,6,2,1,2,4,Creative
2,3,1,1,3,0,2,3,1,1,0,1,3,3,1,1,2,2,1,3,0,1,3,1,2,2,1,1.0,1.3333333333333333,2.0,0.5,2,1,0,6,3,3,0,4,Creative
0,3,3,3,1,0,3,3,2,3,0,3,1,2,3,3,3,3,3,0,3,2,1,3,3,3,3,2.6666666666666665,2.0,1.5,3.0,3,3,1,6,1,2,2,2,Business & Finance
0,2,0,0,2,0,2,0,3,3,2,1,1,0,2,0,0,0,1,1,2,3,2,1,2,2,1,2.3333333333333335,2.3333333333333335,2.5,1.5,2,1,3,3,2,4,2,6,Engineering
0,2,0,0,2,0,1,0,3,3,2,2,1,0,2,0,0,0,0,1,3,3,3,3,1,0,1,2.3333333333333335,3.0,3.0,3.0,0,1,3,1,2,3,2,6,Engineering
0,0,0,0,2,2,0,0,1,0,0,0,2,0,0,0,1,0,1,0,3,3,3,2,3,2,3,3.0,3.0,3.0,2.5,2,3,5,1,0,4,3,10,Science
1,1,2,1,2,1,1,1,0,1,1,2,0,1,1,3,1,1,0,0,2,2,3,3,0,3,2,1.3333333333333333,2.3333333333333335,2.5,2.5,3,2,0,3,1,0,3,9,Medical
0,3,3,3,0,1,3,0,1,2,0,3,1,2,2,2,1,0,3,0,3,0,2,3,2,1,2,1.6666666666666667,1.6666666666666667,1.0,3.0,1,2,2,3,1,1,3,2,Business & Finance
1,1,3,0,1,3,3,2,0,3,2,0,0,1,3,2,1,3,2,2,3,2,1,1,3,3,2,2.6666666666666665,2.0,1.5,2.0,3,2,1,5,1,1,3,0,Agriculture
0,2,0,1,2,1,1,0,2,3,0,2,1,2,1,1,2,0,2,3,3,3,3,1,1,3,1,2.3333333333333335,3.0,3.0,2.0,3,1,2,1,3,2,2,1,Architecture
1,3,0,0,1,0,1,0,2,3,2,3,0,1,2,0,0,0,0,0,3,3,1,0,1,0,0,2.3333333333333335,2.3333333333333335,2.0,1.5,0,0,2,4,1,2,3,6,Engineering
0,0,0,0,2,1,2,0,1,0,0,0,1,3,3,1,0,0,0,2,3,3,2,0,1,1,3,2.3333333333333335,2.6666666666666665,2.5,1.5,1,3,5,1,1,3,2,10,Science
0,2,0,0,2,1,1,0,2,3,1,3,0,0,2,0,0,0,3,1,3,2,0,3,3,1,3,2.6666666666666665,1.6666666666666667,1.0,3.0,1,3,3,3,0,1,3,6,Engineering
0,3,3,2,1,0,3,0,1,3,0,3,1,1,2,2,3,3,0,3,3,3,3,2,3,3,1,3.0,3.0,3.0,2.5,3,1,2,6,0,2,1,2,Business & Finance
0,2,0,0,2,0,1,0,0,3,3,2,1,0,2,1,2,0,0,2,3,3,1,3,2,1,1,2.6666666666666665,2.3333333333333335,2.0,3.0,1,1,2,1,2,2,3,6,Engineering
1,3,3,2,1,3,3,2,0,3,2,0,1,0,3,2,1,3,1,3,2,2,1,3,1,2,3,1.6666666666666667,1.6666666666666667,1.5,2.5,2,3,1,5,1,1,2,0,Agriculture
0,2,0,0,0,0,3,0,2,3,1,2,1,1,3,0,0,0,0,1,3,3,3,1,1,0,2,2.3333333333333335,3.0,3.0,2.0,0,2,3,2,1,2,3,6,Engineering
1,1,1,0,1,1,0,1,0,2,2,1,0,1,1,2,0,1,1,0,3,2,3,1,1,1,2,2.0,2.6666666666666665,2.5,2.0,1,2,1,6,1,2,3,9,Medical
0,2,0,0,1,0,1,0,3,2,1,3,2,0,2,0,0,0,0,1,3,2,2,3,1,1,2,2.0,2.3333333333333335,2.0,3.0,1,2,3,2,0,2,1,6,Engineering
3,3,1,1,3,1,3,1,1,1,0,2,1,2,3,3,1,0,1,2,3,2,3,0,3,3,2,2.6666666666666665,2.6666666666666665,2.5,1.5,3,2,0,4,2,1,1,5,Education
2,3,1,2,3,0,3,2,1,2,1,2,2,3,1,1,2,2,1,3,0,1,0,0,3,3,1,1.3333333333333333,0.3333333333333333,0.5,0.0,3,1,0,4,3,1,0,4,Creative
1,0,1,3,3,3,3,3,1,1,2,0,1,0,3,3,1,0,1,0,2,2,3,2,2,1,2,2.0,2.3333333333333335,2.5,2.0,1,2,1,4,1,2,1,3,Community & Social Services
1,3,2,1,0,1,3,0,1,3,0,3,1,2,2,3,3,0,1,0,3,1,1,2,3,0,3,2.3333333333333335,1.6666666666666667,1.0,2.5,0,3,1,3,1,1,2,2,Business & Finance
3,3,2,2,3,1,3,2,1,1,1,1,0,1,3,3,2,1,2,1,3,2,2,0,0,2,3,1.6666666666666667,2.3333333333333335,2.0,1.5,2,3,0,5,1,0,0,5,Education
0,3,0,1,3,3,1,0,3,0,0,2,3,1,0,0,2,0,0,1,3,0,1,0,3,2,1,2.0,1.3333333333333333,0.5,1.5,2,1,4,2,2,1,1,8,Information Technology
